id,type,subtype,name,address,phone,email,url,photos,source
55fecb4b-1b88-4f3b-ac66-97d87080ee52,hotel,3-star | standard | Standard | BB,Druk Zhongar Hotel,Mongar,04-641587,drukzhongarhotel@gmail.com,https://wa.me/97504641587,https://res.cloudinary.com/dvivq8oji/image/upload/v1774155062/hotels/druk-zhongar-hotel.jpg,hotels.json + source/library_hotels_rows.csv
5e3e3f68-6054-4e43-a2e7-d7540fc8f1c3,hotel,3-star | standard | Standard | BB,Drukgyel View Hotel,Paro,17457938,drukgyelviewhotel@gmail.com,https://wa.me/97517457938,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153777/hotels/drukgyel-view-hotel.jpg,hotels.json + source/library_hotels_rows.csv
700add8e-0815-43d4-a04d-199a32beb67c,hotel,2-star | basic | Standard | BB,Dungsam Hotel,Pemagatshel,17994850,,https://wa.me/97517994850,https://res.cloudinary.com/dvivq8oji/image/upload/v1774155184/hotels/dungsam-hotel.jpg,hotels.json + source/library_hotels_rows.csv
541f35ff-cfde-43c6-a5b2-2d57ac052c15,hotel,5-star | luxury | Standard | BB,Gangtey Lodge,Wangdue Phodrang,77160666/17160666,gm@gangteylodge.com,https://wa.me/97577160666,https://res.cloudinary.com/dvivq8oji/image/upload/v1774148646/hotels/gangtey-lodge.jpg,hotels.json + source/library_hotels_rows.csv
5470d785-e97b-4bc0-afc6-4a5ac82d8313,hotel,3-star | standard | Standard | BB,Gawaling Hotel,Paro,08-276588/17170768,gawalinghotel1@gmail.com,https://wa.me/97508276588,https://res.cloudinary.com/dvivq8oji/image/upload/v1774155510/hotels/gawaling-hotel.jpg,hotels.json + source/library_hotels_rows.csv
02463557-f4c8-4b88-893a-e8d50e84b53e,hotel,3-star | comfort | Standard | BB,Gongkhar Hotel,Bumthang,3631288/17671035,gongkharhotel@gmail.com,https://wa.me/9753631288,https://res.cloudinary.com/dvivq8oji/image/upload/v1774154167/hotels/gongkhar-hotel.jpg,hotels.json + source/library_hotels_rows.csv
4f780a03-d16b-43b5-baef-19a6a5dc357c,hotel,3-star | standard | Standard | BB,Hotel Aari Sangdrup,Paro,17281847,aarisangdruphotel@gmail.com,https://wa.me/97517281847,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153829/hotels/hotel-aari-sangdrup.jpg,hotels.json + source/library_hotels_rows.csv
3a8dae3c-1719-4741-bcca-3e0c3916389c,hotel,2-star | basic | Standard | BB,Hotel Always Welcome,Paro,17170850,,https://wa.me/97517170850,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153865/hotels/hotel-always-welcome.jpg,hotels.json + source/library_hotels_rows.csv
40441dcd-d136-4439-b43f-22c5c8a9c416,hotel,3-star | standard | Standard | BB,Hotel Amochhu View,Chhukha,17602917/05253882,kinleytenzin0288@gmail.com,https://wa.me/97517602917,,hotels.json + source/library_hotels_rows.csv
203bfc76-b509-438c-8273-9d4433a4d4ed,hotel,3-star | standard | Standard | BB,Hotel Amodhara,Thimphu,339609/339612,hotelamodhara@gmail.com,,https://res.cloudinary.com/dvivq8oji/image/upload/v1774151054/hotels/hotel-amodhara.jpg,hotels.json + source/library_hotels_rows.csv
6bfa3491-4fcb-4243-a826-02299ef32ef4,hotel,3-star | standard | Standard | BB,Hotel Bhutan Ga Me Ga,Chhukha,5253064,reservation@bhutangamega.com,https://wa.me/9755253064,https://res.cloudinary.com/dvivq8oji/image/upload/v1774154419/hotels/hotel-bhutan-ga-me-ga.jpg,hotels.json + source/library_hotels_rows.csv
144a532d-695a-469f-b6aa-2049ae66cd14,hotel,3-star | standard | Standard | BB,Hotel Bhutan Home,Thimphu,17609111,hbhthimphu@gmail.com,https://wa.me/97517609111,https://res.cloudinary.com/dvivq8oji/image/upload/v1774152589/hotels/hotel-bhutan-home.jpg,hotels.json + source/library_hotels_rows.csv
43211eaf-967a-45b9-bbea-6423069ceb95,hotel,3-star | standard | Standard | BB,Hotel Bhutan Home,Chhukha,05-253344,hotelbhutanhome@gmail.com,https://wa.me/97505253344,https://res.cloudinary.com/dvivq8oji/image/upload/v1774152589/hotels/hotel-bhutan-home.jpg,hotels.json + source/library_hotels_rows.csv
2d1f82d7-b619-45e8-97c1-08dfbba33c1b,hotel,2-star | basic | Standard | BB,Hotel Bhutan Kubera,Thimphu,17281728,,https://wa.me/97517281728,https://res.cloudinary.com/dvivq8oji/image/upload/v1774152575/hotels/hotel-bhutan-kubera.jpg,hotels.json + source/library_hotels_rows.csv
73a9faae-5a2b-4cdb-a88b-87e0189b88b5,hotel,3-star | standard | Standard | BB,Hotel Changangkha,Thimphu,2333110/17583831,info@hotelchangangkha.com,https://wa.me/9752333110,https://res.cloudinary.com/dvivq8oji/image/upload/v1774152601/hotels/hotel-changangkha.jpg,hotels.json + source/library_hotels_rows.csv
0dd0659e-c812-4130-8054-654145e8565d,hotel,3-star | standard | Standard | BB,Hotel Classic Wood,Punakha,17336921,hotelclassicwood@gmail.com,https://wa.me/97517336921,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153889/hotels/hotel-classic-wood.jpg,hotels.json + source/library_hotels_rows.csv
10f93049-0674-412b-bc7d-6997888f633e,hotel,3-star | standard | Standard | BB,Hotel Damisa,Thimphu,975-329444/331270,,,https://res.cloudinary.com/dvivq8oji/image/upload/v1774156163/hotels/hotel-damisa.jpg,hotels.json + source/library_hotels_rows.csv
0883e41b-72e7-4426-8eb9-d732ce62f6a4,hotel,3-star | standard | Standard | BB,Hotel Druk,Chhukha,05252427/77190042,druk.phuentsholing@drukhotels.com,https://wa.me/97505252427,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoZouN1V1jf-mKaCzaFRH1HoP2Xpw8NNrE8b3se_VXes0Nfilo_KYnrHt17kncATZjmgy5cInz691t7oErEOw0Ag8ig4lCZKDkKSj-VNBnsQvQ6yB-O2iuUIO3wjpCC7R95mi4=w324-h312-n-k-no,hotels.json + source/library_hotels_rows.csv
2d646cb6-a0bc-42be-a49c-8c591db18d79,hotel,3-star | standard | Standard | BB,Hotel Drukchen,Paro,8271660,drukchen123@gmail.com,https://wa.me/9758271660,https://res.cloudinary.com/dvivq8oji/image/upload/v1774148358/hotels/hotel-drukchen.jpg,hotels.json + source/library_hotels_rows.csv
1161b7c3-9ed0-46bb-be3e-0849bdc56aad,hotel,3-star | standard | Standard | BB,Hotel Gadhen Namgayling,Chhukha,05-251637/38,tsheri.ongchuk@gmail.com,https://wa.me/97505251637,https://res.cloudinary.com/dvivq8oji/image/upload/v1774154474/hotels/hotel-gadhen-namgayling.jpg,hotels.json + source/library_hotels_rows.csv
7480c4e5-67e7-4aff-a3db-f94fb1810bf4,hotel,3-star | standard | Standard | BB,Hotel Gakyil,Thimphu,339640,reservation@gakyilbhutan.com,,https://res.cloudinary.com/dvivq8oji/image/upload/v1774156203/hotels/hotel-gakyil.jpg,hotels.json + source/library_hotels_rows.csv
18c363df-b641-4e5a-9d82-1bcb9d44ba14,hotel,3-star | comfort | Standard | BB,Hotel Jakar View,Bumthang,17637241,jakarviewbum@gmail.com,https://wa.me/97517637241,https://res.cloudinary.com/dvivq8oji/image/upload/v1774154179/hotels/hotel-jakar-view.jpg,hotels.json + source/library_hotels_rows.csv
38ee1e26-ae63-4f13-bc7d-d1be946bf90a,hotel,3-star | standard | Standard | BB,Hotel Khuruu Khuruu,Punakha,17315385,hotelkhuruu@gmail.com,https://wa.me/97517315385,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153929/hotels/hotel-khuruu-khuruu.jpg,hotels.json + source/library_hotels_rows.csv
4e036abe-3fb4-4ccc-af83-c9fce16d5fea,hotel,3-star | standard | Standard | BB,Hotel Lhaki,Thimphu,,lhakihotelthimphu@gmail.com,,https://res.cloudinary.com/dvivq8oji/image/upload/v1774150604/hotels/hotel-lhaki.jpg,hotels.json + source/library_hotels_rows.csv
41e7add1-206d-4a39-91eb-7dc1fcd5055d,hotel,3-star | standard | Standard | BB,Hotel Lhayul,Thimphu,17638481/02350898,info@hotellhayul.com,https://wa.me/97517638481,,hotels.json + source/library_hotels_rows.csv
6e08e46a-e6a3-4d08-be66-727b903fa42e,hotel,3-star | standard | Standard | BB,Hotel Lotus Villa,Chhukha,77382518,lotusvilla2022@gmail.com,https://wa.me/97577382518,https://res.cloudinary.com/dvivq8oji/image/upload/v1774154503/hotels/hotel-lotus-villa.jpg,hotels.json + source/library_hotels_rows.csv
06fbc735-df03-4386-ba47-a1cc8bba87e7,hotel,3-star | standard | Standard | BB,Hotel Mayto,Thimphu,77100771,maytohotel1@gmail.com,https://wa.me/97577100771,https://res.cloudinary.com/dvivq8oji/image/upload/v1774148044/hotels/hotel-mayto.jpg,hotels.json + source/library_hotels_rows.csv
2f2239ea-50f6-4a2e-9fc2-7853eef01d50,hotel,3-star | standard | Standard | BB,Hotel Park,Thimphu,17235474/77221003,hotelparkthimphu@gmail.com,https://wa.me/97517235474,,hotels.json + source/library_hotels_rows.csv
3e2e1261-504c-427a-899d-e3e4ffb30ef5,hotel,3-star | standard | Standard | BB,Hotel Peling,Bumthang,3631579/17734824,info.hotelpeling@gmail.com,https://wa.me/9753631579,https://res.cloudinary.com/dvivq8oji/image/upload/v1774154189/hotels/hotel-peling.jpg,hotels.json + source/library_hotels_rows.csv
50bd7c23-1d03-4c52-8f31-80a54c421a77,hotel,3-star | standard | Standard | BB,Hotel Phuntsho Pelri,Thimphu,334970,hotelpp1@gmail.com,,https://res.cloudinary.com/dvivq8oji/image/upload/v1774152801/hotels/hotel-phuntsho-pelri.jpg,hotels.json + source/library_hotels_rows.csv
06bf4676-3090-45ad-a269-415906ed25bc,hotel,3-star | standard | Standard | BB,Hotel River Valley,Punakha,02-584736/17114929,hotelrivervalleypunakha@gmail.com,https://wa.me/97502584736,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153295/hotels/hotel-river-valley.jpg,hotels.json + source/library_hotels_rows.csv
123b11d2-4e9a-42ff-9bfb-ae4c8f08f144,hotel,3-star | standard | Standard | BB,Hotel Riverside Pvt.Ltd,Thimphu,02338525/17563773,hotelriversidebhutan@gmail.com,https://wa.me/97502338525,https://res.cloudinary.com/dvivq8oji/image/upload/v1774152821/hotels/hotel-riverside-pvtltd.jpg,hotels.json + source/library_hotels_rows.csv
76c7a088-d1c3-4b70-8cb8-1543b9a31c6e,hotel,2-star | basic | Standard | BB,Hotel Roja ( RJK Hotel),Punakha,77998403,rjkhotelpunakha@gmail.com,https://wa.me/97577998403,https://res.cloudinary.com/dvivq8oji/image/upload/v1774151498/hotels/hotel-roja-rjk-hotel.jpg,hotels.json + source/library_hotels_rows.csv
0ecdd888-d110-4227-8586-81b93bb278a7,hotel,3-star | standard | Standard | BB,Hotel Samye,Thimphu,17127071/77190270,hotelsamye@gmail.com,https://wa.me/97517127071,,hotels.json + source/library_hotels_rows.csv
737c9fc6-03fc-4860-a397-b180e5a9c5d3,hotel,3-star | standard | Standard | BB,Hotel Thimphu Central,Thimphu,77977444/77977555,hotelthimphucentral@gmail.com,https://wa.me/97577977444,https://res.cloudinary.com/dvivq8oji/image/upload/v1774152856/hotels/hotel-thimphu-central.jpg,hotels.json + source/library_hotels_rows.csv
1d10f0a9-4fb1-47b7-bbd8-d0b6e952855a,hotel,3-star | standard | Standard | BB,Hotel Thimphu Towers,Thimphu,335367,thimphutowers@gmail.com,,https://res.cloudinary.com/dvivq8oji/image/upload/v1774150670/hotels/hotel-thimphu-towers.jpg,hotels.json + source/library_hotels_rows.csv
70d7e1b3-b6dd-474f-8fab-67d423e84f0d,hotel,2-star | basic | Standard | BB,Hotel Zhusa,Punakha,17614064,,https://wa.me/97517614064,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153991/hotels/hotel-zhusa.jpg,hotels.json + source/library_hotels_rows.csv
36a8b660-00cf-44b7-a39c-bfa1b59be1c6,hotel,3-star | standard | Standard | BB,Hotel Zirikha,Thimphu,17171633,reservation@hotelzirikha.com,https://wa.me/97517171633,,hotels.json + source/library_hotels_rows.csv
4ada6241-bce5-4691-962d-e1e8ddde60f3,hotel,3-star | comfort | Standard | BB,Jakar Village Lodge,Bumthang,17171777/631242,jakarvillagelodge@gmail.com,https://wa.me/97517171777,https://res.cloudinary.com/dvivq8oji/image/upload/v1774148708/hotels/jakar-village-lodge.jpg,hotels.json + source/library_hotels_rows.csv
59147315-add8-4fb4-b9a8-45b7e8d2a8c7,hotel,3-star | standard | Standard | BB,Jampelyang Hotel,Haa,8375601,hoteljampelyang@gmail.com,https://wa.me/9758375601,,hotels.json + source/library_hotels_rows.csv
12c4b50d-b2a3-491a-9c70-5764a1653bd5,hotel,4-star | premium | Standard | BB,kaachi Grand,Paro,17537171,hotelkaachigrand@gmail.com,https://wa.me/97517537171,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153344/hotels/kaachi-grand.jpg,hotels.json + source/library_hotels_rows.csv
6ebf0938-e945-4f49-bd43-3d7c95729d6d,hotel,3-star | standard | Standard | BB,Khamsum Inn,Thimphu,77349156/328262/72,khamsuminn@gmail.com,https://wa.me/97577349156,https://res.cloudinary.com/dvivq8oji/image/upload/v1774150902/hotels/khamsum-inn.jpg,hotels.json + source/library_hotels_rows.csv
7105cb80-d5a0-4366-a533-3ca872434c77,hotel,3-star | standard | Standard | BB,Khuru Punakha,Punakha,2584888,khurupunakha@gmail.com,https://wa.me/9752584888,https://res.cloudinary.com/dvivq8oji/image/upload/v1774151517/hotels/khuru-punakha.jpg,hotels.json + source/library_hotels_rows.csv
24dee3d3-7b32-4120-8954-696774e1c721,hotel,3-star | standard | Standard | BB,Kuku Grand,Sarpang,17440595,reservationkukugrand@gmail.com,https://wa.me/97517440595,,hotels.json + source/library_hotels_rows.csv
406b6e0b-3f2c-4e73-9c3a-95b477a27f61,hotel,2-star | basic | Standard | BB,Lama Residency,Sarpang,17255610,,https://wa.me/97517255610,https://res.cloudinary.com/dvivq8oji/image/upload/v1774155386/hotels/lama-residency.jpg,hotels.json + source/library_hotels_rows.csv
153ad99a-ecae-4091-a789-b72d018d938a,hotel,2-star | basic | Standard | BB,Leki Guest House,Bumthang,17172094,,https://wa.me/97517172094,https://res.cloudinary.com/dvivq8oji/image/upload/v1774154218/hotels/leki-guest-house.jpg,hotels.json + source/library_hotels_rows.csv
106da387-6ec9-4b8b-82f1-e1a1ae4224f4,hotel,4-star | premium | Standard | BB,Lemon Tree Hotel,Thimphu,2365262,urth@lemontreehotels.com,https://wa.me/9752365262,https://res.cloudinary.com/dvivq8oji/image/upload/v1774148059/hotels/lemon-tree-hotel.jpg,hotels.json + source/library_hotels_rows.csv
09643e18-4fab-4413-a16b-35281d450811,hotel,3-star | standard | Standard | BB,Ludrong Hotel,Thimphu,02345678/17636314,ludronghotel@gmail.com,https://wa.me/97502345678,https://res.cloudinary.com/dvivq8oji/image/upload/v1774156731/hotels/ludrong-hotel.jpg,hotels.json + source/library_hotels_rows.csv
323269a1-ffc7-4a8f-8abe-7aba41893de3,hotel,1-star | basic | Standard | BB,Maitri Hotel,Samtse,17680136,geleywangmochunzo2020@gmail.com,https://wa.me/97517680136,https://res.cloudinary.com/dvivq8oji/image/upload/v1774155260/hotels/maitri-hotel.jpg,hotels.json + source/library_hotels_rows.csv
1182a015-4dd1-4113-a20d-a24720d85784,hotel,3-star | standard | Standard | BB,Mandala Resort,Paro,08271997/17110542,bhutanmandalaresort@gmail.com,https://wa.me/97508271997,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHawdLzEafY0sf5X8dqH_8GyqZzV75yvc6qfuzck6fCNZ80BscUTcFYjy1wR1k79y7RbRfWlMxESfZEhNOkIUufhiBem9hP33xUL6EzMqf5xoxRapOxUo0oQZUjzEunljlwMH13c76sSYDkUS8p-3r1_-UsNfAb3STt5Kr21_llE5ZNt72kaVSu=w324-h312-n-k-no,hotels.json + source/library_hotels_rows.csv
6a39bdcc-0dcd-47a9-9d50-6c09a247b451,hotel,3-star | standard | Standard | BB,Mantra Home,Thimphu,17100111,mantrahomefo@gmail.com,https://wa.me/97517100111,https://res.cloudinary.com/dvivq8oji/image/upload/v1774152915/hotels/mantra-home.jpg,hotels.json + source/library_hotels_rows.csv
19b80b6a-df45-4a5b-baa1-304125cb81ea,hotel,3-star | standard | Standard | BB,Mountain Resort,Bumthang,03631225/17670668,mtlodge90@gmail.com,https://wa.me/97503631225,https://res.cloudinary.com/dvivq8oji/image/upload/v1774148694/hotels/mountain-resort.jpg,hotels.json + source/library_hotels_rows.csv
259cf708-ef84-467b-8034-59cdad0f4136,hotel,2-star | basic | Standard | BB,Norbu Healing Hotel,Thimphu,17638417,,https://wa.me/97517638417,,hotels.json + source/library_hotels_rows.csv
15b3e29e-4cea-439c-9dea-f0df137f0836,hotel,3-star | standard | Standard | BB,Norwangs Villa,Paro,08271101/17991346,norwangsvilla@gmail.com,https://wa.me/97508271101,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153596/hotels/norwangs-villa.jpg,hotels.json + source/library_hotels_rows.csv
42566abd-732b-4145-8861-7d86e5bfc85e,hotel,2-star | basic | Standard | BB,Odiyana Hotel,Wangdue Phodrang,17683664,odiyanahotel@gmail.com,https://wa.me/97517683664,,hotels.json + source/library_hotels_rows.csv
65775643-2992-4053-bda7-238a0d4de73b,hotel,3-star | standard | Standard | BB,Olathang Cottages,Paro,08-276581/17474725,olathangcottages@gmail.com,https://wa.me/97508276581,https://res.cloudinary.com/dvivq8oji/image/upload/v1774148328/hotels/olathang-cottages.jpg,hotels.json + source/library_hotels_rows.csv
18984fbf-3ca6-458d-8240-11a38eade01c,hotel,3-star | standard | Standard | BB,Padma Gayul resort,Paro,17608935,peabhutan@gmail.com,https://wa.me/97517608935,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153656/hotels/padma-gayul-resort.jpg,hotels.json + source/library_hotels_rows.csv
77ef1824-af4e-4a8c-a018-e9ce71512383,hotel,3-star | standard | Standard | BB,Park Hotel,Chhukha,17161067/17161068,reservations@parkhotelbhutan.com,https://wa.me/97517161067,https://res.cloudinary.com/dvivq8oji/image/upload/v1774154606/hotels/park-hotel.jpg,hotels.json + source/library_hotels_rows.csv
0d75e834-d509-46d9-a688-8a63cf29d044,hotel,3-star | standard | Standard | BB,Paro Heritage,Paro,17758800,,https://wa.me/97517758800,https://res.cloudinary.com/dvivq8oji/image/upload/v1774148517/hotels/paro-heritage.jpg,hotels.json + source/library_hotels_rows.csv
204d852e-de29-4c14-b724-72e3961bd3fa,hotel,3-star | standard | Standard | BB,Paro Village Lodge(Himalayan Hotels & Lodges Pvt.Ltd),Paro,332959,reservations@hhlbhutan.com,,,hotels.json + source/library_hotels_rows.csv
4cfe1e01-f760-407b-896d-6667de1bc87b,hotel,3-star | standard | Standard | BB,Pema Yangsel Hotel,Paro,77830163/17471717/1749853/17954478,hotelpemayangsel@gmail.com,https://wa.me/97577830163,https://res.cloudinary.com/dvivq8oji/image/upload/v1774151288/hotels/pema-yangsel-hotel.jpg,hotels.json + source/library_hotels_rows.csv
44e54764-3b1e-4ab2-9be6-92b090f08ac6,hotel,4-star | premium | Standard | BB,Resort Thim Dorji @ Paro river front,Paro,17755898,resortthimdorjigm@gmail.com,https://wa.me/97517755898,,hotels.json + source/library_hotels_rows.csv
07e67658-0dc8-401c-a104-c1efc575e535,hotel,3-star | comfort | Standard | BB,River Lodge,Bumthang,17677252,riverlodge20@gmil.com,https://wa.me/97517677252,https://res.cloudinary.com/dvivq8oji/image/upload/v1774154281/hotels/river-lodge.jpg,hotels.json + source/library_hotels_rows.csv
3c7a09ef-c864-4893-817d-7a18f7cf1f95,hotel,3-star | standard | Standard | BB,Shomo Chuki Resort,Paro,17843408/276426,shomochukiresort2021@gmail.com,https://wa.me/97517843408,,hotels.json + source/library_hotels_rows.csv
161f7a54-f5c1-4b9f-8698-c3cf3bcebcae,hotel,standard | Standard | BB,Sliver  Pine Boutique,Thimphu,,,,,hotels.json + source/library_hotels_rows.csv
6e52644c-0e38-421a-adbf-5b28e3dc8dfb,hotel,3-star | standard | Standard | BB,Spirit of Bhutan Resort,Paro,17170388/276375/76,,https://wa.me/97517170388,https://res.cloudinary.com/dvivq8oji/image/upload/v1774151272/hotels/spirit-of-bhutan-resort.jpg,hotels.json + source/library_hotels_rows.csv
6fe8d949-c759-4ee6-b002-af16ff50f9d4,hotel,3-star | standard | Standard | BB,Spirit Village Lodge,Punakha,17170388/17621623,spiritvillagelodge@gmail.com,https://wa.me/97517170388,https://res.cloudinary.com/dvivq8oji/image/upload/v1774151442/hotels/spirit-village-lodge.jpg,hotels.json + source/library_hotels_rows.csv
24a51666-c3ae-4a43-80cd-23bbdd9cd965,hotel,3-star | standard | Standard | BB,Taktshang Paradise,Paro,17311680,taktshangparadise@gmail.com,https://wa.me/97517311680,https://res.cloudinary.com/dvivq8oji/image/upload/v1774151187/hotels/taktshang-paradise.jpg,hotels.json + source/library_hotels_rows.csv
2b8e18e2-70cd-4bb9-a814-f18c489043b1,hotel,standard | Standard | BB,Teenzlite,Paro,,,,https://res.cloudinary.com/dvivq8oji/image/upload/v1774151250/hotels/teenzlite.jpg,hotels.json + source/library_hotels_rows.csv
77227a5e-8981-4e6a-9c3e-1a117353c25f,hotel,3-star | standard | Standard | BB,The BD Hotel,Thimphu,17602220,bdbhutan@gmail.com,https://wa.me/97517602220,https://res.cloudinary.com/dvivq8oji/image/upload/v1774153218/hotels/the-bd-hotel.jpg,hotels.json + source/library_hotels_rows.csv
0d377fbf-5b48-48b5-941c-f36c2cb97b3c,hotel,3-star | standard | Standard | BB,Thimphu Deluxe,Thimphu,17310086,rekha@neoly.enterprises,https://wa.me/97517310086,https://res.cloudinary.com/dvivq8oji/image/upload/v1774150808/hotels/thimphu-deluxe.jpg,hotels.json + source/library_hotels_rows.csv
030dcf19-1893-492b-b1c3-c14bcfa63f86,hotel,2-star | basic | Standard | BB,Tobgayling Mebar Heritage,Haa,17922151,,https://wa.me/97517922151,https://res.cloudinary.com/dvivq8oji/image/upload/v1774155043/hotels/tobgayling-mebar-heritage.png,hotels.json + source/library_hotels_rows.csv
31047d65-ca59-489e-9936-846783eea98c,hotel,3-star | comfort | Standard | BB,Trogon Villa,Mongar,05332302/77110133,rogonvillareservations@gmail.com,https://wa.me/97505332302,https://res.cloudinary.com/dvivq8oji/image/upload/v1774155075/hotels/trogon-villa.jpg,hotels.json + source/library_hotels_rows.csv
5bc02356-2cc1-481c-beb3-131b2d605709,hotel,3-star | standard | Standard | BB,Udumwara Resort,Paro,8273333/77477777,udumwararesortparo@gmail.com,https://wa.me/9758273333,https://res.cloudinary.com/dvivq8oji/image/upload/v1774151201/hotels/udumwara-resort.jpg,hotels.json + source/library_hotels_rows.csv
0e84cdac-80c0-4ae3-b1b8-e4193a44ac86,hotel,3-star | standard | Standard | BB,Ugyenling(BTCL),Bumthang,3631369/17710081,hotelugyenling@gmail.com,https://wa.me/9753631369,,hotels.json + source/library_hotels_rows.csv
